field,year,women_mentorship,number_women_inventors
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
